State,Date,Total,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,dayofweek,month,week
Kansas,2019-12-22,52416567,67258273.0,491464690.0,255211106.0,144477701.7142857,1518453.7871193034,6,12,51
Illinois,2019-12-22,191928058,52416567.0,102108204.0,202939686.0,157309109.42857143,7575700.57741336,6,12,51
Louisiana,2019-12-22,100853710,191928058.0,52849555.0,214289031.0,164166845.85714287,1950341.4353234044,6,12,51
Missouri,2019-12-22,112573327,100853710.0,392523627.0,79011300.0,124173945.85714285,3837207.039114207,6,12,51
Kentucky,2019-12-22,97877583,112573327.0,216037052.0,65582615.0,107294021.71428572,2281097.086479061,6,12,51
Minnesota,2019-12-22,97405942,97877583.0,128150634.0,14871015.0,102901922.85714285,4372753.354482612,6,12,51
Michigan,2019-12-22,177117117,97405942.0,67258273.0,106241375.0,118596043.42857143,6751011.149867884,6,12,51
Mississippi,2019-12-22,37353845,177117117.0,52416567.0,16742201.0,116444226.0,1064215.8173248908,6,12,51
Maryland,2019-12-22,97500112,37353845.0,191928058.0,143837604.0,102954519.42857143,3454487.666391339,6,12,51
Maine,2019-12-22,26726615,97500112.0,100853710.0,507804112.0,92364934.42857143,716977.0491546266,6,12,51
Massachusetts,2019-12-22,106502083,26726615.0,112573327.0,50629211.0,91497613.85714285,2676494.485946767,6,12,51
Pennsylvania,2019-12-29,203141884,106502083.0,97877583.0,10840313.0,106535371.14285715,6041575.076179904,6,12,52
New Mexico,2019-12-29,35439725,203141884.0,97405942.0,163692375.0,97683054.42857143,1500689.6792569223,6,12,52
New York,2019-12-29,248394540,35439725.0,177117117.0,113080403.0,107865543.42857143,5804969.830926244,6,12,52
North Carolina,2019-12-29,179605854,248394540.0,37353845.0,39733872.0,128187259.0,8069500.332414385,6,12,52
Ohio,2019-12-29,199101096,179605854.0,97500112.0,94516988.0,142701685.2857143,6495049.351849246,6,12,52
Oklahoma,2019-12-29,74528181,199101096.0,26726615.0,116541575.0,149530480.42857143,1841436.7838543484,6,12,52
Oregon,2019-12-29,58675369,74528181.0,106502083.0,32255625.0,142698092.7142857,2424006.8997214427,6,12,52
Rhode Island,2019-12-29,14479431,58675369.0,203141884.0,54479450.0,115746313.71428572,432733.97581479215,6,12,52
West Virginia,2019-12-29,37371772,14479431.0,35439725.0,213752120.0,116022320.42857143,897499.5118026122,6,12,52
South Dakota,2019-12-29,15095225,37371772.0,248394540.0,18450498.0,82693846.85714285,795452.8173976793,6,12,52
Tennessee,2019-12-29,136181226,15095225.0,179605854.0,61147230.0,76490328.57142857,3447066.9668459953,6,12,52
Texas,2019-12-29,467525422,136181226.0,199101096.0,117291974.0,114836660.85714285,13818157.861293392,6,12,52
Utah,2019-12-29,45035394,467525422.0,74528181.0,491464690.0,110623405.57142857,2632516.8705502995,6,12,52
Vermont,2019-12-29,11284137,45035394.0,58675369.0,102108204.0,103853229.57142857,511600.72651657544,6,12,52
Virginia,2019-12-29,151352893,11284137.0,14479431.0,52849555.0,123406581.28571428,4398977.4743933715,6,12,52
Washington,2019-12-29,100706539,151352893.0,37371772.0,392523627.0,132454405.14285715,4187600.1453082017,6,12,52
Wisconsin,2019-12-29,86541497,100706539.0,15095225.0,216037052.0,142661015.42857143,3341501.0042969077,6,12,52
New Hampshire,2019-12-29,30736142,86541497.0,136181226.0,128150634.0,127597432.0,1008175.5507198334,6,12,52
South Carolina,2019-12-29,97728797,30736142.0,467525422.0,67258273.0,74769342.71428572,3147606.787097509,6,12,52
Nevada,2019-12-29,51213464,97728797.0,45035394.0,52416567.0,75651924.14285715,1616489.3359809478,6,12,52
Arizona,2019-12-29,108536780,51213464.0,11284137.0,191928058.0,89545158.85714285,3639834.2305146796,6,12,52
Missouri,2019-12-29,104085174,108536780.0,151352893.0,100853710.0,82792627.57142857,3762971.849591174,6,12,52
Wyoming,2019-12-29,11653245,104085174.0,100706539.0,112573327.0,70070728.42857143,427097.59672741377,6,12,52
Alabama,2019-12-29,106949922,11653245.0,86541497.0,97877583.0,72986217.71428572,3361518.7423001854,6,12,52
Arkansas,2019-12-29,58290655,106949922.0,30736142.0,97405942.0,76922576.71428572,1150935.154534456,6,12,52
California,2019-12-29,446846319,58290655.0,97728797.0,177117117.0,126796508.42857143,19596081.72512216,6,12,52
Colorado,2019-12-29,91828009,446846319.0,51213464.0,37353845.0,132598586.28571428,4076123.873062421,6,12,52
Connecticut,2019-12-29,51807784,91828009.0,108536780.0,97500112.0,124494444.0,1209072.9686531117,6,12,52
Florida,2019-12-29,383971631,51807784.0,104085174.0,26726615.0,164478223.57142857,12293977.732972471,6,12,52
Georgia,2019-12-29,198566370,383971631.0,11653245.0,106502083.0,191180098.57142857,6435730.927766746,6,12,52
Illinois,2019-12-29,171748546,198566370.0,106949922.0,203141884.0,200437044.85714287,7637021.523021009,6,12,52
Indiana,2019-12-29,119937601,171748546.0,58290655.0,35439725.0,209243751.42857143,3957657.691640206,6,12,52
Iowa,2019-12-29,59575156,119937601.0,446846319.0,248394540.0,153919299.57142857,2471699.0518528624,6,12,52
Kansas,2019-12-29,48921431,59575156.0,91828009.0,179605854.0,147789788.42857143,1484670.242141044,6,12,52
Kentucky,2019-12-29,92581515,48921431.0,51807784.0,199101096.0,153614607.14285713,2294499.862055475,6,12,52
Louisiana,2019-12-29,90497589,92581515.0,383971631.0,74528181.0,111689744.0,3192741.6311749537,6,12,52
Maine,2019-12-29,25243165,90497589.0,198566370.0,58675369.0,86929286.14285715,680922.8542311769,6,12,52
Maryland,2019-12-29,92797310,25243165.0,171748546.0,14479431.0,75650538.14285715,3313850.042160616,6,12,52
Massachusetts,2019-12-29,100487052,92797310.0,119937601.0,37371772.0,72871888.28571428,2653263.888239184,6,12,52
Minnesota,2019-12-29,85599586,100487052.0,59575156.0,15095225.0,76589664.0,4270594.91900743,6,12,52
Mississippi,2019-12-29,35853471,85599586.0,48921431.0,136181226.0,74722812.57142857,1015515.8067428024,6,12,52
Nebraska,2019-12-29,33473866,35853471.0,92581515.0,467525422.0,66278862.71428572,6131822.773767325,6,12,52
Michigan,2019-12-29,164138402,33473866.0,90497589.0,45035394.0,76798978.85714285,5766460.1236784905,6,12,52
Nebraska,2020-01-05,32423172,164138402.0,25243165.0,11284137.0,77824694.14285715,7616313.241444701,6,1,1
Wisconsin,2020-01-05,83982215,32423172.0,92797310.0,151352893.0,76565394.85714285,3608707.742711485,6,1,1
Michigan,2020-01-05,160060281,83982215.0,100487052.0,100706539.0,85075856.14285715,5823253.3732769,6,1,1
Massachusetts,2020-01-05,98080456,160060281.0,85599586.0,86541497.0,86858837.57142857,2866629.966408968,6,1,1
Maryland,2020-01-05,88313854,98080456.0,35853471.0,30736142.0,94353178.0,3525836.9271808816,6,1,1
Maine,2020-01-05,25024726,88313854.0,33473866.0,97728797.0,93146158.0,688626.7583550401,6,1,1
Louisiana,2020-01-05,89999954,25024726.0,164138402.0,51213464.0,82554951.14285715,3968855.4144156035,6,1,1
Kentucky,2020-01-05,91668507,89999954.0,32423172.0,108536780.0,91018570.42857143,2359389.239779352,6,1,1
Kansas,2020-01-05,47926649,91668507.0,83982215.0,104085174.0,85867775.28571428,1581996.8094544767,6,1,1
Indiana,2020-01-05,115775164,47926649.0,160060281.0,11653245.0,79541330.0,4276211.166857112,6,1,1
Minnesota,2020-01-05,84911772,115775164.0,98080456.0,106949922.0,77660089.42857143,4489182.334209936,6,1,1
Illinois,2020-01-05,167140897,84911772.0,88313854.0,58290655.0,88921095.57142857,8428608.39074492,6,1,1
Florida,2020-01-05,384552791,167140897.0,25024726.0,446846319.0,140282247.7142857,11749023.572574593,6,1,1
Connecticut,2020-01-05,51480725,384552791.0,89999954.0,91828009.0,134779500.7142857,1125902.2090452302,6,1,1
Colorado,2020-01-05,93858490,51480725.0,91668507.0,51807784.0,135092355.42857143,4099932.744376873,6,1,1
California,2020-01-05,450124199,93858490.0,47926649.0,383971631.0,192549148.2857143,17768304.102560956,6,1,1
Arkansas,2020-01-05,56942259,450124199.0,115775164.0,198566370.0,184144447.57142857,1368302.3960160478,6,1,1
Arizona,2020-01-05,109641291,56942259.0,84911772.0,171748546.0,187677236.0,3260485.119520606,6,1,1
Alabama,2020-01-05,104239954,109641291.0,167140897.0,119937601.0,178691387.0,4066419.1248809686,6,1,1
Wyoming,2020-01-05,11764975,104239954.0,384552791.0,59575156.0,125435984.71428572,432909.5557580337,6,1,1
Georgia,2020-01-05,193036456,11764975.0,51480725.0,48921431.0,145658232.0,7562023.055901244,6,1,1
Mississippi,2020-01-05,68052452,193036456.0,93858490.0,92581515.0,141971655.14285713,11828235.242648773,6,1,1
Iowa,2020-01-05,59067696,68052452.0,450124199.0,90497589.0,86106440.42857143,2786367.275167546,6,1,1
Nevada,2020-01-05,54213053,59067696.0,56942259.0,25243165.0,85716553.85714285,1409795.894864498,6,1,1
Missouri,2020-01-05,100260344,54213053.0,109641291.0,92797310.0,84376418.57142857,4197235.993325308,6,1,1
Washington,2020-01-05,101422957,100260344.0,104239954.0,100487052.0,83973990.42857143,4321750.370119479,6,1,1
Virginia,2020-01-05,152001837,101422957.0,11764975.0,85599586.0,104007827.85714285,4387061.614914312,6,1,1
Vermont,2020-01-05,11286677,152001837.0,193036456.0,35853471.0,78043573.71428572,553157.0545079907,6,1,1
Utah,2020-01-05,42867211,11286677.0,68052452.0,33473866.0,74445682.14285715,2823048.6626914437,6,1,1
Texas,2020-01-05,452390589,42867211.0,59067696.0,164138402.0,130634666.85714285,17709862.55661858,6,1,1
Tennessee,2020-01-05,133107420,452390589.0,54213053.0,32423172.0,141905290.7142857,3712257.838589937,6,1,1
South Dakota,2020-01-05,14584980,133107420.0,100260344.0,83982215.0,129665953.0,831063.8143472958,6,1,1
South Carolina,2020-01-05,96859134,14584980.0,101422957.0,160060281.0,129013978.28571428,3308599.3760742014,6,1,1
West Virginia,2020-01-05,39515530,96859134.0,152001837.0,98080456.0,112944505.85714285,896150.9719797795,6,1,1
Pennsylvania,2020-01-05,196391974,39515530.0,11286677.0,88313854.0,139388119.7142857,6572324.513347725,6,1,1
Rhode Island,2020-01-05,14508723,196391974.0,42867211.0,25024726.0,135336907.14285713,419221.6491200162,6,1,1
New Mexico,2020-01-05,35901902,14508723.0,452390589.0,89999954.0,75838523.28571428,1499028.3383486266,6,1,1
New York,2020-01-05,245424005,35901902.0,133107420.0,91668507.0,91883749.71428572,5198877.625394147,6,1,1
North Carolina,2020-01-05,178890818,245424005.0,14584980.0,47926649.0,115356012.28571428,8687752.38690476,6,1,1
New Hampshire,2020-01-05,30026949,178890818.0,96859134.0,115775164.0,105808557.28571428,935882.5705368024,6,1,1
Oklahoma,2020-01-05,74745582,30026949.0,39515530.0,84911772.0,110841421.85714285,2076634.0978033014,6,1,1
Oregon,2020-01-05,59870249,74745582.0,196391974.0,167140897.0,91338318.28571428,2431347.641843427,6,1,1
Ohio,2020-01-05,194707669,59870249.0,14508723.0,384552791.0,117081024.85714285,7029370.75678906,6,1,1
Oklahoma,2020-01-12,76919151,194707669.0,35901902.0,51480725.0,122940631.85714285,1968361.8168543233,6,1,2
Nevada,2020-01-12,52250331,76919151.0,245424005.0,93858490.0,95344392.71428572,1343761.646134952,6,1,2
New Hampshire,2020-01-12,28974786,52250331.0,178890818.0,450124199.0,73927816.71428572,1075971.9639261723,6,1,2
New Mexico,2020-01-12,36227966,28974786.0,30026949.0,56942259.0,74813676.28571428,1458151.3720692655,6,1,2
New York,2020-01-12,240445415,36227966.0,74745582.0,109641291.0,98485081.0,5485361.588879861,6,1,2
North Carolina,2020-01-12,183461142,240445415.0,59870249.0,104239954.0,116140922.85714285,8664072.467291046,6,1,2
Nebraska,2020-01-12,32747886,183461142.0,194707669.0,11764975.0,93003811.0,8377924.165928693,6,1,2
Ohio,2020-01-12,195597051,32747886.0,76919151.0,193036456.0,109957796.71428572,7044470.031570833,6,1,2
Oregon,2020-01-12,58578362,195597051.0,52250331.0,68052452.0,110861801.14285715,2514077.942220099,6,1,2
South Dakota,2020-01-12,15167398,58578362.0,28974786.0,59067696.0,108889317.14285715,829733.5111870617,6,1,2
Rhode Island,2020-01-12,13460213,15167398.0,36227966.0,54213053.0,105636781.0,515999.5516580288,6,1,2
South Carolina,2020-01-12,97732879,13460213.0,240445415.0,100260344.0,85249275.85714285,3294122.046566514,6,1,2
Tennessee,2020-01-12,133743338,97732879.0,183461142.0,101422957.0,78146732.42857143,3651434.9838188924,6,1,2
Texas,2020-01-12,466671049,133743338.0,32747886.0,152001837.0,140135755.7142857,17166876.202731818,6,1,2
Utah,2020-01-12,42495523,466671049.0,195597051.0,11286677.0,118264108.85714285,2906211.182237394,6,1,2
Vermont,2020-01-12,10094297,42495523.0,58578362.0,42867211.0,111337813.85714285,569637.8264195208,6,1,2
Virginia,2020-01-12,152855580,10094297.0,15167398.0,452390589.0,131007554.14285715,4433190.733212873,6,1,2
Missouri,2020-01-12,101623052,152855580.0,13460213.0,133107420.0,143602245.42857143,4176161.9366975357,6,1,2
Pennsylvania,2020-01-12,195521619,101623052.0,97732879.0,14584980.0,157572065.42857143,6892840.357670762,6,1,2
Mississippi,2020-01-12,70894239,195521619.0,133743338.0,96859134.0,148593622.7142857,16099087.392812425,6,1,2
Wyoming,2020-01-12,11771635,70894239.0,466671049.0,39515530.0,83607992.14285715,437150.1080698426,6,1,2
Michigan,2020-01-12,159009553,11771635.0,42495523.0,196391974.0,100252853.57142857,6166417.270019066,6,1,2
Wisconsin,2020-01-12,83210541,159009553.0,10094297.0,14508723.0,110698031.28571428,3865272.3545546806,6,1,2
Alabama,2020-01-12,108717628,83210541.0,152855580.0,35901902.0,104392609.57142857,3768031.682138881,6,1,2
Arizona,2020-01-12,110420623,108717628.0,101623052.0,245424005.0,105649405.42857143,2942600.8068223866,6,1,2
Arkansas,2020-01-12,57854514,110420623.0,195521619.0,178890818.0,85982676.14285715,1333783.519149807,6,1,2
California,2020-01-12,449525601,57854514.0,70894239.0,30026949.0,140072870.7142857,16386066.308032757,6,1,2
Colorado,2020-01-12,94406018,449525601.0,11771635.0,74745582.0,151877782.57142857,4085935.255276775,6,1,2
Connecticut,2020-01-12,48415564,94406018.0,159009553.0,59870249.0,136078641.2857143,1488329.0675260432,6,1,2
Florida,2020-01-12,380194399,48415564.0,83210541.0,194707669.0,178504906.7142857,11610867.392806,6,1,2
Minnesota,2020-01-12,84123001,380194399.0,108717628.0,76919151.0,174991388.57142857,4701598.017967399,6,1,2
Georgia,2020-01-12,200613878,84123001.0,110420623.0,52250331.0,187876139.2857143,7073345.219101083,6,1,2
Indiana,2020-01-12,116809953,200613878.0,57854514.0,28974786.0,196298344.85714287,4285568.285971523,6,1,2
Iowa,2020-01-12,60918899,116809953.0,449525601.0,36227966.0,140783101.7142857,2811809.0617953795,6,1,2
Kansas,2020-01-12,47874480,60918899.0,94406018.0,240445415.0,134135739.14285715,1594991.3523744058,6,1,2
Kentucky,2020-01-12,91660185,47874480.0,48415564.0,183461142.0,140313542.14285713,2261534.758651805,6,1,2
Louisiana,2020-01-12,95317538,91660185.0,380194399.0,32747886.0,99616847.71428572,3797477.510586966,6,1,2
Maine,2020-01-12,24355262,95317538.0,84123001.0,195597051.0,91078599.28571428,789938.5614066697,6,1,2
Maryland,2020-01-12,89531136,24355262.0,200613878.0,58578362.0,75209636.14285715,3428794.528104635,6,1,2
Massachusetts,2020-01-12,97046660,89531136.0,116809953.0,15167398.0,72386308.57142857,3158575.8970851437,6,1,2
Illinois,2020-01-12,172692449,97046660.0,60918899.0,13460213.0,88353958.57142857,8415907.281329842,6,1,2
Washington,2020-01-12,103079612,172692449.0,47874480.0,97732879.0,96240406.0,4332125.6142814,6,1,2
West Virginia,2020-01-12,40469847,103079612.0,91660185.0,133743338.0,88927500.57142857,1062108.6859168021,6,1,2
Arkansas,2020-01-19,56718756,40469847.0,95317538.0,466671049.0,83413388.85714285,1492246.8814701422,6,1,3
North Carolina,2020-01-19,182962942,56718756.0,24355262.0,42495523.0,106071628.85714285,8629994.966402411,6,1,3
Ohio,2020-01-19,201220136,182962942.0,89531136.0,10094297.0,122027200.28571428,6675558.956520483,6,1,3
Oklahoma,2020-01-19,75239593,201220136.0,97046660.0,152855580.0,118911905.0,2001439.5767116442,6,1,3
Oregon,2020-01-19,56795066,75239593.0,172692449.0,101623052.0,102355136.0,2744326.676635366,6,1,3
Pennsylvania,2020-01-19,203680243,56795066.0,103079612.0,195521619.0,116726654.71428572,6716483.45721922,6,1,3
Rhode Island,2020-01-19,13821909,203680243.0,40469847.0,70894239.0,112919806.42857143,519179.0859476884,6,1,3
South Carolina,2020-01-19,96976761,13821909.0,56718756.0,11771635.0,118670950.0,3352172.7539717024,6,1,3
Tennessee,2020-01-19,133174600,96976761.0,182962942.0,159009553.0,111558329.71428572,3731878.0415338133,6,1,3
New York,2020-01-19,247951897,133174600.0,201220136.0,83210541.0,118234295.57142857,5148024.697176932,6,1,3
Texas,2020-01-19,461142927,247951897.0,75239593.0,108717628.0,173363343.2857143,17893326.39288111,6,1,3
Vermont,2020-01-19,10459226,461142927.0,56795066.0,110420623.0,166743937.57142857,543682.5421536203,6,1,3
Virginia,2020-01-19,145982252,10459226.0,203680243.0,57854514.0,158501367.42857143,5454109.788067869,6,1,3
Washington,2020-01-19,99153199,145982252.0,13821909.0,449525601.0,170691551.7142857,4575972.499387009,6,1,3
West Virginia,2020-01-19,37593550,99153199.0,96976761.0,94406018.0,162208235.85714287,1177178.946013737,6,1,3
Alabama,2020-01-19,105904866,37593550.0,133174600.0,48415564.0,158312559.57142857,3918612.0540961428,6,1,3
Arizona,2020-01-19,110294022,105904866.0,247951897.0,380194399.0,138647148.85714287,2859372.112209101,6,1,3
Wisconsin,2020-01-19,82278527,110294022.0,461142927.0,84123001.0,84523663.14285715,4122486.959806903,6,1,3
Wyoming,2020-01-19,11686723,82278527.0,10459226.0,200613878.0,84699019.85714285,409065.0512774443,6,1,3
Utah,2020-01-19,42668745,11686723.0,145982252.0,116809953.0,69939947.42857143,2920243.8614689363,6,1,3
New Mexico,2020-01-19,36269989,42668745.0,99153199.0,60918899.0,60956631.71428572,1291311.515465634,6,1,3
South Dakota,2020-01-19,14677693,36269989.0,37593550.0,47874480.0,57682937.85714286,832496.0229495453,6,1,3
Nevada,2020-01-19,51146176,14677693.0,105904866.0,91660185.0,49860267.85714286,1348418.4205603465,6,1,3
California,2020-01-19,439475032,51146176.0,110294022.0,95317538.0,96886126.42857143,17112454.87787366,6,1,3
Colorado,2020-01-19,93556021,439475032.0,82278527.0,24355262.0,98497197.0,3554180.3350092582,6,1,3
New Hampshire,2020-01-19,31135066,93556021.0,11686723.0,89531136.0,101275531.71428572,1126080.4036712823,6,1,3
Florida,2020-01-19,379065263,31135066.0,42668745.0,97046660.0,149332177.14285713,8064524.5172143,6,1,3
Georgia,2020-01-19,199106822,379065263.0,36269989.0,172692449.0,172594581.85714287,7066256.65019317,6,1,3
Illinois,2020-01-19,169757178,199106822.0,14677693.0,103079612.0,194748794.0,8196554.233998178,6,1,3
Indiana,2020-01-19,118935094,169757178.0,51146176.0,40469847.0,204432925.14285713,4220739.416087727,6,1,3
Iowa,2020-01-19,59727420,118935094.0,439475032.0,56718756.0,150183266.2857143,2907230.7238591528,6,1,3
Kansas,2020-01-19,45970258,59727420.0,93556021.0,182962942.0,143385300.14285713,1970640.7969162115,6,1,3
